System,Areas,Category,Metric,Area_type,TMH & DTAC-MB MKS,TMH-MB MKS,AIS-MB MKS,DTAC-MB MKS,TOT-MB MKS,Total Market Size,TMH & DTAC-MB Total Customer,TMH-MB Total Customer,AIS-MB Total Customer,DTAC-MB Total Customer,TOT-MB Total Customer
iOS,Changwat Loei,$600 - $999,Device,Province,41.46,35.35,58.54,6.11,0,57000,23800,20000,36000,3800,0
iOS,Changwat Samut Prakan,Price unknown,Device,Province,66.67,47.55,33.33,19.12,0,33000,20800,14000,13000,6800,0
iOS,Changwat Samut Prakan,"$1,000 or more",Device,Province,52,36.52,48,15.48,0,302000,161000,112000,148000,49000,0
iOS,Changwat Samut Prakan,Less than $100,Device,Province,0,0,0,0,0,25000,14700,8400,10000,6300,0
iOS,Changwat Samut Prakan,$100 - $149,Device,Province,0,0,0,0,0,97000,57000,33000,42000,24000,0
iOS,Changwat Samut Prakan,$150 - $199,Device,Province,0,0,0,0,0,111000,64000,37000,48000,27000,0
iOS,Changwat Samut Prakan,$200 - $249,Device,Province,0,0,0,0,0,85000,49000,28000,38000,21000,0
iOS,Changwat Samut Prakan,$250 - $299,Device,Province,69.07,54.64,30.93,14.43,0,84000,46000,27000,39000,19000,0
iOS,Changwat Samut Prakan,$300 - $399,Device,Province,62.14,44.49,37.87,17.65,0,124000,70000,43000,58000,27000,0
iOS,Changwat Samut Prakan,$400 - $599,Device,Province,63.7,43.29,36.3,20.41,0,144000,80000,52000,67000,28000,0
iOS,Changwat Samut Prakan,$600 - $999,Device,Province,55.57,38.53,44.43,17.04,0,187000,106000,72000,88000,34000,0
iOS,Changwat Lop Buri,Price unknown,Device,Province,53.25,40.9,46.74,12.35,0,18000,7800,5900,11000,1900,0
iOS,Changwat Lop Buri,"$1,000 or more",Device,Province,43.15,33.97,56.85,9.18,0,104000,46000,36000,62000,10000,0
iOS,Changwat Lop Buri,Less than $100,Device,Province,0,0,0,0,0,22000,7200,5200,15000,2000,0
iOS,Changwat Lop Buri,$100 - $149,Device,Province,0,0,0,0,0,72000,24700,18000,50000,6700,0
iOS,Changwat Lop Buri,$150 - $199,Device,Province,0,0,0,0,0,67000,23600,17000,46000,6600,0
iOS,Changwat Lop Buri,$200 - $249,Device,Province,0,0,0,0,0,47000,18000,13000,30000,5000,0
iOS,Changwat Lop Buri,$250 - $299,Device,Province,38.6,38.6,61.4,0,0,45000,16500,12000,30000,4500,0
iOS,Changwat Lop Buri,$300 - $399,Device,Province,54.41,41.54,45.59,12.87,0,60000,23300,17000,38000,6300,0
iOS,Changwat Lop Buri,$400 - $599,Device,Province,55.17,43.52,44.83,11.65,0,66000,28000,21000,40000,7000,0
iOS,Changwat Lop Buri,$600 - $999,Device,Province,43.69,34.06,56.3,9.63,0,77000,34100,26000,46000,8100,0
iOS,Changwat Nakhon Ratchasima,Price unknown,Device,Province,57.93,44.53,42.06,13.4,0,66000,32600,25000,37000,7600,0
iOS,Changwat Nakhon Ratchasima,"$1,000 or more",Device,Province,46.1,35.71,53.9,10.39,0,362000,172000,132000,202000,40000,0
iOS,Changwat Nakhon Ratchasima,Less than $100,Device,Province,0,0,0,0,0,94000,33100,26000,64000,7100,0
iOS,Changwat Nakhon Ratchasima,$100 - $149,Device,Province,0,0,0,0,0,312000,115000,87000,206000,28000,0
iOS,Changwat Nakhon Ratchasima,$150 - $199,Device,Province,0,0,0,0,0,245000,95000,72000,154000,23000,0
iOS,Changwat Nakhon Ratchasima,$200 - $249,Device,Province,0,0,0,0,0,176000,73000,53000,107000,20000,0
iOS,Changwat Nakhon Ratchasima,$250 - $299,Device,Province,50.87,44.78,49.13,6.09,0,158000,62000,46000,99000,16000,0
iOS,Changwat Nakhon Ratchasima,$300 - $399,Device,Province,53.26,40.93,46.74,12.33,0,205000,89000,65000,122000,24000,0
iOS,Changwat Nakhon Ratchasima,$400 - $599,Device,Province,59.69,45.23,40.31,14.46,0,231000,108000,81000,131000,27000,0
iOS,Changwat Nakhon Ratchasima,$600 - $999,Device,Province,47.32,36.59,52.68,10.73,0,289000,142000,109000,161000,33000,0
iOS,Changwat Samut Sakhon,Price unknown,Device,Province,68.34,40.79,31.66,27.55,0,26000,17300,7300,9400,10000,0
iOS,Changwat Samut Sakhon,"$1,000 or more",Device,Province,52.76,27.44,47.24,25.32,0,177000,95000,49000,86000,46000,0
iOS,Changwat Samut Sakhon,Less than $100,Device,Province,0,0,0,0,0,27000,17700,5700,10000,12000,0
iOS,Changwat Samut Sakhon,$100 - $149,Device,Province,0,0,0,0,0,101000,64000,20000,37000,44000,0
iOS,Changwat Samut Sakhon,$150 - $199,Device,Province,0,0,0,0,0,108000,68000,23000,43000,45000,0
iOS,Changwat Samut Sakhon,$200 - $249,Device,Province,0,0,0,0,0,83000,54000,18000,32000,36000,0
iOS,Changwat Samut Sakhon,$250 - $299,Device,Province,61.4,24.56,38.6,36.84,0,74000,44000,15000,30000,29000,0
iOS,Changwat Samut Sakhon,$300 - $399,Device,Province,57.77,29.35,42.24,28.42,0,97000,58000,22000,41000,36000,0
iOS,Changwat Samut Sakhon,$400 - $599,Device,Province,63.01,34.01,36.99,29,0,103000,61000,27000,46000,34000,0
iOS,Changwat Samut Sakhon,$600 - $999,Device,Province,56.91,29.24,43.08,27.67,0,118000,68000,34000,54000,34000,0
iOS,Changwat Phichit,Price unknown,Device,Province,72.04,48.33,27.96,23.71,0,11000,7300,4400,4300,2900,0
iOS,Changwat Phichit,"$1,000 or more",Device,Province,63.33,40.58,36.67,22.75,0,48000,30000,19000,19000,11000,0
iOS,Changwat Phichit,Less than $100,Device,Province,0,0,0,0,0,15000,8900,5300,6100,3600,0
iOS,Changwat Phichit,$100 - $149,Device,Province,0,0,0,0,0,48000,28000,16000,21000,12000,0
iOS,Changwat Phichit,$150 - $199,Device,Province,0,0,0,0,0,45000,27000,16000,20000,11000,0
iOS,Changwat Phichit,$200 - $249,Device,Province,0,0,0,0,0,29000,18800,11000,12000,7800,0
iOS,Changwat Phichit,$250 - $299,Device,Province,48.89,48.89,51.11,0,0,26000,16100,9300,11000,6800,0
iOS,Changwat Phichit,$300 - $399,Device,Province,68.07,43.55,31.94,24.52,0,34000,20900,12000,14000,8900,0
iOS,Changwat Phichit,$400 - $599,Device,Province,71.19,45.49,28.8,25.7,0,37000,23000,14000,15000,9000,0
iOS,Changwat Phichit,$600 - $999,Device,Province,62.96,39.84,37.04,23.12,0,40000,27700,18000,16000,9700,0
iOS,Changwat Yasothon,Price unknown,Device,Province,61.59,45.03,38.41,16.56,0,11000,5800,4400,5800,1400,0
iOS,Changwat Yasothon,"$1,000 or more",Device,Province,51.24,39.49,48.76,11.75,0,39000,20700,16000,19000,4700,0
iOS,Changwat Yasothon,Less than $100,Device,Province,0,0,0,0,0,21000,9100,6900,13000,2200,0
iOS,Changwat Yasothon,$100 - $149,Device,Province,0,0,0,0,0,62000,25600,19000,37000,6600,0
iOS,Changwat Yasothon,$150 - $199,Device,Province,0,0,0,0,0,45000,20200,15000,27000,5200,0
iOS,Changwat Yasothon,$200 - $249,Device,Province,0,0,0,0,0,30000,13800,10000,17000,3800,0
iOS,Changwat Yasothon,$250 - $299,Device,Province,33.33,33.33,66.67,0,0,25000,11200,7800,14000,3400,0
iOS,Changwat Yasothon,$300 - $399,Device,Province,58.76,41.23,41.23,17.53,0,31000,15500,11000,17000,4500,0
iOS,Changwat Yasothon,$400 - $599,Device,Province,60.68,47.26,39.32,13.42,0,32000,16300,12000,16000,4300,0
iOS,Changwat Yasothon,$600 - $999,Device,Province,51.61,38.23,48.38,13.38,0,36000,18900,14000,18000,4900,0
iOS,Changwat Phetchaburi,Price unknown,Device,Province,63.68,49.75,36.32,13.93,0,15000,8200,6100,7200,2100,0
iOS,Changwat Phetchaburi,"$1,000 or more",Device,Province,49.27,38.32,50.72,10.95,0,95000,48000,37000,50000,11000,0
iOS,Changwat Phetchaburi,Less than $100,Device,Province,0,0,0,0,0,18000,7400,5100,10000,2300,0
iOS,Changwat Phetchaburi,$100 - $149,Device,Province,0,0,0,0,0,58000,24900,17000,33000,7900,0
iOS,Changwat Phetchaburi,$150 - $199,Device,Province,0,0,0,0,0,49000,22700,15000,28000,7700,0
iOS,Changwat Phetchaburi,$200 - $249,Device,Province,0,0,0,0,0,36000,17900,12000,19000,5900,0
iOS,Changwat Phetchaburi,$250 - $299,Device,Province,65.63,65.63,34.38,0,0,34000,16100,11000,19000,5100,0
iOS,Changwat Phetchaburi,$300 - $399,Device,Province,56.97,41.01,43.03,15.96,0,45000,22200,15000,24000,7200,0
iOS,Changwat Phetchaburi,$400 - $599,Device,Province,59.47,44.98,40.53,14.49,0,51000,25700,18000,26000,7700,0
iOS,Changwat Phetchaburi,$600 - $999,Device,Province,50.33,39.13,49.67,11.2,0,72000,38100,29000,36000,9100,0
iOS,Changwat Phitsanulok,Price unknown,Device,Province,70.2,46.55,29.8,23.65,0,26000,17700,11000,10000,6700,0
iOS,Changwat Phitsanulok,"$1,000 or more",Device,Province,61.07,39.61,38.93,21.46,0,139000,86000,56000,56000,30000,0
iOS,Changwat Phitsanulok,Less than $100,Device,Province,0,0,0,0,0,27000,15200,8300,13000,6900,0
iOS,Changwat Phitsanulok,$100 - $149,Device,Province,0,0,0,0,0,90000,53000,29000,39000,24000,0
iOS,Changwat Phitsanulok,$150 - $199,Device,Province,0,0,0,0,0,86000,53000,30000,35000,23000,0
iOS,Changwat Phitsanulok,$200 - $249,Device,Province,0,0,0,0,0,61000,38000,21000,24000,17000,0
iOS,Changwat Phitsanulok,$250 - $299,Device,Province,61.54,36.92,38.46,24.62,0,55000,34000,18000,22000,16000,0
iOS,Changwat Phitsanulok,$300 - $399,Device,Province,63.73,39.51,36.27,24.22,0,72000,47000,26000,29000,21000,0
iOS,Changwat Phitsanulok,$400 - $599,Device,Province,66.53,45.51,33.47,21.02,0,93000,59000,36000,36000,23000,0
iOS,Changwat Phitsanulok,$600 - $999,Device,Province,64.35,40.84,35.65,23.51,0,106000,71000,45000,41000,26000,0
iOS,Changwat Pathum Thani,Price unknown,Device,Province,62.48,45.18,37.52,17.3,0,46000,30000,19000,19000,11000,0
iOS,Changwat Pathum Thani,"$1,000 or more",Device,Province,51.82,36.22,48.18,15.6,0,419000,222000,153000,209000,69000,0
iOS,Changwat Pathum Thani,Less than $100,Device,Province,0,0,0,0,0,34000,21000,11000,14000,10000,0
iOS,Changwat Pathum Thani,$100 - $149,Device,Province,0,0,0,0,0,120000,72000,38000,49000,34000,0
iOS,Changwat Pathum Thani,$150 - $199,Device,Province,0,0,0,0,0,130000,78000,42000,54000,36000,0
iOS,Changwat Pathum Thani,$200 - $249,Device,Province,0,0,0,0,0,102000,62000,34000,43000,28000,0
iOS,Changwat Pathum Thani,$250 - $299,Device,Province,67.42,67.42,32.58,0,0,97000,55000,31000,44000,24000,0
iOS,Changwat Pathum Thani,$300 - $399,Device,Province,59.58,40.24,40.42,19.34,0,146000,81000,48000,66000,33000,0
iOS,Changwat Pathum Thani,$400 - $599,Device,Province,60.98,43.3,39.02,17.68,0,189000,107000,69000,86000,38000,0
iOS,Changwat Pathum Thani,$600 - $999,Device,Province,55.72,38.19,44.28,17.53,0,250000,141000,97000,116000,44000,0
iOS,Changwat Sukhothai,Price unknown,Device,Province,71.46,52.9,28.54,18.56,0,15000,9400,6700,5700,2700,0
iOS,Changwat Sukhothai,"$1,000 or more",Device,Province,63.4,44.44,36.6,18.96,0,56000,36000,25000,21000,11000,0
iOS,Changwat Sukhothai,Less than $100,Device,Province,0,0,0,0,0,21000,11500,8100,9900,3400,0
iOS,Changwat Sukhothai,$100 - $149,Device,Province,0,0,0,0,0,69000,40000,27000,28000,13000,0
iOS,Changwat Sukhothai,$150 - $199,Device,Province,0,0,0,0,0,56000,33000,22000,23000,11000,0
iOS,Changwat Sukhothai,$200 - $249,Device,Province,0,0,0,0,0,36000,21900,15000,15000,6900,0
iOS,Changwat Sukhothai,$250 - $299,Device,Province,69.64,48.21,30.36,21.43,0,33000,21000,14000,14000,7000,0
iOS,Changwat Sukhothai,$300 - $399,Device,Province,69.46,49.09,30.55,20.37,0,41000,25400,17000,18000,8400,0
iOS,Changwat Sukhothai,$400 - $599,Device,Province,72.56,52.84,27.45,19.72,0,42000,25800,18000,17000,7800,0
iOS,Changwat Sukhothai,$600 - $999,Device,Province,64.56,46.03,35.44,18.53,0,47000,32300,23000,19000,9300,0
iOS,Changwat Samut Songkhram,Price unknown,Device,Province,57,31.61,43.01,25.39,0,5000,3000,1400,2100,1600,0
iOS,Changwat Samut Songkhram,"$1,000 or more",Device,Province,56.83,26.7,43.17,30.13,0,34000,19600,9600,16000,10000,0
iOS,Changwat Samut Songkhram,Less than $100,Device,Province,0,0,0,0,0,4600,2700,1100,1900,1600,0
iOS,Changwat Samut Songkhram,$100 - $149,Device,Province,0,0,0,0,0,16000,9800,3800,7000,6000,0
iOS,Changwat Samut Songkhram,$150 - $199,Device,Province,0,0,0,0,0,17000,10000,4200,7500,5800,0
iOS,Changwat Samut Songkhram,$200 - $249,Device,Province,0,0,0,0,0,13000,7800,3500,5900,4300,0
iOS,Changwat Samut Songkhram,$250 - $299,Device,Province,0,0,0,0,0,13000,6800,2900,5700,3900,0
iOS,Changwat Samut Songkhram,$300 - $399,Device,Province,67.81,33.56,32.19,34.25,0,17000,10200,4500,7400,5700,0
iOS,Changwat Samut Songkhram,$400 - $599,Device,Province,65.05,36.68,34.96,28.37,0,19000,11100,5700,8500,5400,0
iOS,Changwat Samut Songkhram,$600 - $999,Device,Province,60.63,29.81,39.37,30.82,0,25000,15600,7700,11000,7900,0
iOS,Bangkok,Price unknown,Device,Province,69.6,47.68,30.4,21.92,0,541000,425000,222000,126000,203000,0
iOS,Bangkok,"$1,000 or more",Device,Province,58.27,37.27,41.74,21,0,4150000,2451000,1560000,1780000,891000,100
iOS,Bangkok,Less than $100,Device,Province,0,0,0,0,0,656000,543000,259000,113000,284000,0
iOS,Bangkok,$100 - $149,Device,Province,0,0,0,0,0,2170000,1783000,814000,397000,969000,120
iOS,Bangkok,$150 - $199,Device,Province,0,0,0,0,0,2080000,1661000,745000,428000,916000,200
iOS,Bangkok,$200 - $249,Device,Province,0,0,0,0,0,1560000,1233000,552000,332000,681000,170
iOS,Bangkok,$250 - $299,Device,Province,76.06,50.2,23.93,25.86,0,1380000,1049000,478000,338000,571000,0
iOS,Bangkok,$300 - $399,Device,Province,67.59,44.19,32.4,23.4,0,1800000,1329000,667000,488000,662000,230
iOS,Bangkok,$400 - $599,Device,Province,68.92,46.58,31.09,22.34,0,2100000,1479000,829000,651000,650000,170
iOS,Bangkok,$600 - $999,Device,Province,64.16,41.01,35.85,23.15,0,2270000,1494000,924000,828000,570000,120
iOS,Changwat Sing Buri,Price unknown,Device,Province,54.91,35.26,45.09,19.65,0,5600,2700,1500,2900,1200,0
iOS,Changwat Sing Buri,"$1,000 or more",Device,Province,44.69,28.87,55.31,15.82,0,29000,13500,8600,17000,4900,0
iOS,Changwat Sing Buri,Less than $100,Device,Province,0,0,0,0,0,7400,3200,1800,4300,1400,0
iOS,Changwat Sing Buri,$100 - $149,Device,Province,0,0,0,0,0,23000,9800,5800,13000,4000,0
iOS,Changwat Sing Buri,$150 - $199,Device,Province,0,0,0,0,0,20000,8700,5300,12000,3400,0
iOS,Changwat Sing Buri,$200 - $249,Device,Province,0,0,0,0,0,15000,6700,3800,8700,2900,0
iOS,Changwat Sing Buri,$250 - $299,Device,Province,0,0,100,0,0,14000,5700,3400,8500,2300,0
iOS,Changwat Sing Buri,$300 - $399,Device,Province,57.23,34.34,42.77,22.89,0,19000,8700,5300,11000,3400,0
iOS,Changwat Sing Buri,$400 - $599,Device,Province,62.5,41.67,37.5,20.83,0,21000,9600,6000,12000,3600,0
iOS,Changwat Sing Buri,$600 - $999,Device,Province,46.23,29.85,53.77,16.38,0,21000,10500,6600,12000,3900,0
iOS,Changwat Si Sa Ket,Price unknown,Device,Province,59.26,39.01,40.74,20.25,0,28000,13900,9100,15000,4800,0
iOS,Changwat Si Sa Ket,"$1,000 or more",Device,Province,54.61,36.94,45.38,17.67,0,93000,53000,36000,44000,17000,0
iOS,Changwat Si Sa Ket,Less than $100,Device,Province,0,0,0,0,0,54000,23500,15000,32000,8500,0
iOS,Changwat Si Sa Ket,$100 - $149,Device,Province,0,0,0,0,0,147000,66000,43000,86000,23000,0
iOS,Changwat Si Sa Ket,$150 - $199,Device,Province,0,0,0,0,0,112000,50000,33000,63000,17000,0
iOS,Changwat Si Sa Ket,$200 - $249,Device,Province,0,0,0,0,0,73000,35000,23000,42000,12000,0
iOS,Changwat Si Sa Ket,$250 - $299,Device,Province,52.8,35.2,47.2,17.6,0,58000,27400,18000,32000,9400,0
iOS,Changwat Si Sa Ket,$300 - $399,Device,Province,59.97,40.97,40.03,19,0,74000,39000,25000,38000,14000,0
iOS,Changwat Si Sa Ket,$400 - $599,Device,Province,63.85,44.22,36.14,19.63,0,74000,39000,26000,37000,13000,0
iOS,Changwat Si Sa Ket,$600 - $999,Device,Province,54,35.81,45.99,18.19,0,93000,54000,37000,46000,17000,0
iOS,Changwat Prachin Buri,Price unknown,Device,Province,57.49,43.32,42.51,14.17,0,17000,7700,5500,10000,2200,0
iOS,Changwat Prachin Buri,"$1,000 or more",Device,Province,42.65,32.32,57.36,10.33,0,107000,45000,33000,64000,12000,0
iOS,Changwat Prachin Buri,Less than $100,Device,Province,0,0,0,0,0,25000,8000,5200,16000,2800,0
iOS,Changwat Prachin Buri,$100 - $149,Device,Province,0,0,0,0,0,74000,28000,19000,47000,9000,0
iOS,Changwat Prachin Buri,$150 - $199,Device,Province,0,0,0,0,0,65000,24500,16000,41000,8500,0
iOS,Changwat Prachin Buri,$200 - $249,Device,Province,0,0,0,0,0,45000,17100,11000,29000,6100,0
iOS,Changwat Prachin Buri,$250 - $299,Device,Province,46.34,31.71,53.66,14.63,0,41000,16200,11000,26000,5200,0
iOS,Changwat Prachin Buri,$300 - $399,Device,Province,51.23,37.19,48.77,14.04,0,59000,23400,16000,36000,7400,0
iOS,Changwat Prachin Buri,$400 - $599,Device,Province,54.58,40.65,45.42,13.93,0,60000,25700,18000,37000,7700,0
iOS,Changwat Prachin Buri,$600 - $999,Device,Province,40.67,30.23,59.34,10.44,0,76000,31700,23000,46000,8700,0
iOS,Changwat Krabi,Price unknown,Device,Province,54.29,33.45,45.71,20.84,0,19000,7800,4700,12000,3100,0
iOS,Changwat Krabi,"$1,000 or more",Device,Province,42.8,29.44,57.2,13.36,0,85000,37000,25000,50000,12000,0
iOS,Changwat Krabi,Less than $100,Device,Province,0,0,0,0,0,25000,7600,4800,18000,2800,0
iOS,Changwat Krabi,$100 - $149,Device,Province,0,0,0,0,0,74000,24200,15000,53000,9200,0
iOS,Changwat Krabi,$150 - $199,Device,Province,0,0,0,0,0,64000,21100,13000,44000,8100,0
iOS,Changwat Krabi,$200 - $249,Device,Province,0,0,0,0,0,41000,14200,8800,27000,5400,0
iOS,Changwat Krabi,$250 - $299,Device,Province,33.33,33.33,66.67,0,0,38000,13000,7800,27000,5200,0
iOS,Changwat Krabi,$300 - $399,Device,Province,50.36,33.81,49.65,16.55,0,43000,17100,11000,28000,6100,0
iOS,Changwat Krabi,$400 - $599,Device,Province,52.7,35.21,47.29,17.49,0,55000,21500,14000,35000,7500,0
iOS,Changwat Krabi,$600 - $999,Device,Province,42.14,29,57.86,13.14,0,63000,28300,19000,38000,9300,0
iOS,Changwat Phuket,Price unknown,Device,Province,62.81,37.87,37.19,24.94,0,29000,17300,7600,13000,9700,0
iOS,Changwat Phuket,"$1,000 or more",Device,Province,56.04,30.01,43.96,26.03,0,253000,141000,75000,112000,66000,0
iOS,Changwat Phuket,Less than $100,Device,Province,0,0,0,0,0,33000,16600,5600,17000,11000,0
iOS,Changwat Phuket,$100 - $149,Device,Province,0,0,0,0,0,103000,54000,18000,50000,36000,0
iOS,Changwat Phuket,$150 - $199,Device,Province,0,0,0,0,0,104000,59000,20000,45000,39000,0
iOS,Changwat Phuket,$200 - $249,Device,Province,0,0,0,0,0,72000,43000,15000,30000,28000,0
iOS,Changwat Phuket,$250 - $299,Device,Province,38.46,38.46,61.54,0,0,67000,39000,14000,30000,25000,0
iOS,Changwat Phuket,$300 - $399,Device,Province,65.04,33.98,34.96,31.06,0,83000,49000,19000,36000,30000,0
iOS,Changwat Phuket,$400 - $599,Device,Province,64.54,36.41,35.46,28.13,0,109000,64000,29000,47000,35000,0
iOS,Changwat Phuket,$600 - $999,Device,Province,56.25,29.58,43.74,26.67,0,131000,77000,40000,59000,37000,0
iOS,Changwat Surat Thani,Price unknown,Device,Province,55.71,34.12,44.29,21.59,0,41000,20400,11000,24000,9400,0
iOS,Changwat Surat Thani,"$1,000 or more",Device,Province,47.38,27.32,52.62,20.06,0,229000,113000,65000,123000,48000,0
iOS,Changwat Surat Thani,Less than $100,Device,Province,0,0,0,0,0,49000,19400,9400,31000,10000,0
iOS,Changwat Surat Thani,$100 - $149,Device,Province,0,0,0,0,0,149000,59000,28000,92000,31000,0
iOS,Changwat Surat Thani,$150 - $199,Device,Province,0,0,0,0,0,139000,60000,27000,83000,33000,0
iOS,Changwat Surat Thani,$200 - $249,Device,Province,0,0,0,0,0,88000,42000,19000,50000,23000,0
iOS,Changwat Surat Thani,$250 - $299,Device,Province,43.56,28.71,56.44,14.85,0,87000,37000,16000,52000,21000,0
iOS,Changwat Surat Thani,$300 - $399,Device,Province,51.37,30.86,48.63,20.51,0,101000,49000,24000,54000,25000,0
iOS,Changwat Surat Thani,$400 - $599,Device,Province,55.28,33.04,44.72,22.24,0,127000,59000,31000,72000,28000,0
iOS,Changwat Surat Thani,$600 - $999,Device,Province,48.39,27.51,51.6,20.88,0,155000,80000,45000,83000,35000,0
iOS,Changwat Khon Kaen,Price unknown,Device,Province,66.95,45.06,33.04,21.89,0,46000,28000,18000,20000,10000,0
iOS,Changwat Khon Kaen,"$1,000 or more",Device,Province,57.7,37.26,42.3,20.44,0,253000,149000,96000,111000,53000,0
iOS,Changwat Khon Kaen,Less than $100,Device,Province,0,0,0,0,0,65000,33000,20000,34000,13000,0
iOS,Changwat Khon Kaen,$100 - $149,Device,Province,0,0,0,0,0,201000,105000,63000,102000,42000,0
iOS,Changwat Khon Kaen,$150 - $199,Device,Province,0,0,0,0,0,161000,88000,52000,78000,36000,0
iOS,Changwat Khon Kaen,$200 - $249,Device,Province,0,0,0,0,0,113000,64000,38000,53000,26000,0
iOS,Changwat Khon Kaen,$250 - $299,Device,Province,55.07,32.61,44.93,22.46,0,95000,51000,29000,46000,22000,0
iOS,Changwat Khon Kaen,$300 - $399,Device,Province,64.77,39.96,35.24,24.81,0,132000,76000,44000,60000,32000,0
iOS,Changwat Khon Kaen,$400 - $599,Device,Province,67.17,44.81,32.83,22.36,0,153000,92000,57000,68000,35000,0
iOS,Changwat Khon Kaen,$600 - $999,Device,Province,59.34,38.03,40.66,21.31,0,195000,120000,76000,85000,44000,0
iOS,Changwat Trang,Price unknown,Device,Province,63.97,31.47,36.03,32.5,0,20000,10600,4900,9500,5700,0
iOS,Changwat Trang,"$1,000 or more",Device,Province,55.29,27.34,44.71,27.95,0,69000,39000,20000,32000,19000,0
iOS,Changwat Trang,Less than $100,Device,Province,0,0,0,0,0,26000,12100,5300,14000,6800,0
iOS,Changwat Trang,$100 - $149,Device,Province,0,0,0,0,0,83000,40000,17000,46000,23000,0
iOS,Changwat Trang,$150 - $199,Device,Province,0,0,0,0,0,73000,37000,16000,39000,21000,0
iOS,Changwat Trang,$200 - $249,Device,Province,0,0,0,0,0,44000,23000,10000,23000,13000,0
iOS,Changwat Trang,$250 - $299,Device,Province,44.44,17.46,55.56,26.98,0,44000,21000,9000,22000,12000,0
iOS,Changwat Trang,$300 - $399,Device,Province,57.48,27.54,42.51,29.94,0,47000,25000,11000,25000,14000,0
iOS,Changwat Trang,$400 - $599,Device,Province,60.62,29.04,39.39,31.58,0,65000,35000,16000,34000,19000,0
iOS,Changwat Trang,$600 - $999,Device,Province,53.92,26.79,46.08,27.13,0,64000,37000,18000,31000,19000,0
iOS,Changwat Prachuap Khiri Khan,Price unknown,Device,Province,54.15,41.32,45.85,12.83,0,17000,7600,5100,9400,2500,0
iOS,Changwat Prachuap Khiri Khan,"$1,000 or more",Device,Province,42.27,29.58,57.73,12.69,0,94000,42000,29000,55000,13000,0
iOS,Changwat Prachuap Khiri Khan,Less than $100,Device,Province,0,0,0,0,0,20000,6400,3400,14000,3000,0
iOS,Changwat Prachuap Khiri Khan,$100 - $149,Device,Province,0,0,0,0,0,62000,19400,11000,44000,8400,0
iOS,Changwat Prachuap Khiri Khan,$150 - $199,Device,Province,0,0,0,0,0,55000,19500,11000,36000,8500,0
iOS,Changwat Prachuap Khiri Khan,$200 - $249,Device,Province,0,0,0,0,0,37000,13600,7700,24000,5900,0
iOS,Changwat Prachuap Khiri Khan,$250 - $299,Device,Province,47.5,47.5,52.5,0,0,34000,11800,6800,22000,5000,0
iOS,Changwat Prachuap Khiri Khan,$300 - $399,Device,Province,48.7,35.71,51.3,12.99,0,44000,17600,11000,28000,6600,0
iOS,Changwat Prachuap Khiri Khan,$400 - $599,Device,Province,53.35,37.58,46.65,15.77,0,49000,21600,14000,30000,7600,0
iOS,Changwat Prachuap Khiri Khan,$600 - $999,Device,Province,41.64,27.75,58.36,13.89,0,66000,28800,19000,39000,9800,0
iOS,Changwat Amnat Charoen,Price unknown,Device,Province,66.18,43.96,33.82,22.22,0,6700,3600,2600,3400,1000,0
iOS,Changwat Amnat Charoen,"$1,000 or more",Device,Province,57.48,43.11,42.52,14.37,0,24000,14800,11000,11000,3800,0
iOS,Changwat Amnat Charoen,Less than $100,Device,Province,0,0,0,0,0,15000,6800,4800,8800,2000,0
iOS,Changwat Amnat Charoen,$100 - $149,Device,Province,0,0,0,0,0,38000,17900,13000,21000,4900,0
iOS,Changwat Amnat Charoen,$150 - $199,Device,Province,0,0,0,0,0,30000,15000,11000,16000,4000,0
iOS,Changwat Amnat Charoen,$200 - $249,Device,Province,0,0,0,0,0,21000,11300,8200,10000,3100,0
iOS,Changwat Amnat Charoen,$250 - $299,Device,Province,100,100,0,0,0,15000,7500,5400,8000,2100,0
iOS,Changwat Amnat Charoen,$300 - $399,Device,Province,63.21,46.11,36.79,17.1,0,21000,10500,7400,11000,3100,0
iOS,Changwat Amnat Charoen,$400 - $599,Device,Province,60.48,43.77,39.52,16.71,0,20000,11300,7900,9400,3400,0
iOS,Changwat Amnat Charoen,$600 - $999,Device,Province,57.96,43.74,42.03,14.22,0,25000,15800,12000,11000,3800,0
iOS,Changwat Chiang Rai,Price unknown,Device,Province,71.12,48.56,28.88,22.56,0,34000,20900,14000,14000,6900,0
iOS,Changwat Chiang Rai,"$1,000 or more",Device,Province,56.64,38.61,43.36,18.03,0,202000,119000,81000,91000,38000,0
iOS,Changwat Chiang Rai,Less than $100,Device,Province,0,0,0,0,0,41000,20100,12000,22000,8100,0
iOS,Changwat Chiang Rai,$100 - $149,Device,Province,0,0,0,0,0,142000,71000,42000,73000,29000,0
iOS,Changwat Chiang Rai,$150 - $199,Device,Province,0,0,0,0,0,116000,61000,35000,57000,26000,0
iOS,Changwat Chiang Rai,$200 - $249,Device,Province,0,0,0,0,0,82000,46000,27000,37000,19000,0
iOS,Changwat Chiang Rai,$250 - $299,Device,Province,71.08,38.55,28.92,32.53,0,76000,42000,25000,35000,17000,0
iOS,Changwat Chiang Rai,$300 - $399,Device,Province,63.42,43.51,36.58,19.91,0,103000,57000,35000,47000,22000,0
iOS,Changwat Chiang Rai,$400 - $599,Device,Province,66.92,47.24,33.08,19.68,0,104000,62000,40000,45000,22000,0
